Adventure,Fantasy,Romance	44
Animation,Documentary	44
Animation,Documentary,Family	44
Comedy,Family,History	42
Biography,Documentary,Sport	41
Adventure,Family,Fantasy	40
Biography,Documentary,News	40
Comedy,Fantasy	40
Crime,Horror,Sci-Fi	39
Crime,Mystery,Thriller	36
Documentary,Western	36
Documentary,History,Sport	34
Horror,News	34
Action,Game-Show	32
Adventure,Biography	32
Animation,Comedy,Documentary	32
Comedy,History,War	32
Documentary,Music,Reality-TV	32
Drama,Sci-Fi,Short	32
Comedy,Fantasy,Music	31
Documentary,History,Music	31
Action,Drama,Thriller	30
Animation,Talk-Show	30
Comedy,Reality-TV,Sport	30
Documentary,Drama,Thriller	30
Drama,Reality-TV,Talk-Show	30
Drama,Mystery,Sci-Fi	29
Comedy,Crime,Fantasy	28
Drama,History,Music	28
Drama,Romance,Short	28
Crime,Drama,Reality-TV	27
Game-Show,News,Talk-Show	27
Sci-Fi,Short	27
Adventure,Mystery,Reality-TV	26
Adventure,Western	26
Animation,Horror,Short	26
Biography,Comedy,Drama	26
Documentary,Mystery	26
Animation,Sport	25
Biography,Crime,History	25
Comedy,Horror,Mystery	25
Drama,Music,Musical	24
Family,Game-Show,Talk-Show	24
Action,Drama,Family	23
Comedy,Crime,Music	23
Comedy,Documentary,History	23
Animation,Comedy,Horror	22
Comedy,Music,Short	22
Drama,Family,Western	22
Biography,Music	21
Adventure,Crime	20
Adventure,Sport	20
Animation,Family,Musical	20
Comedy,Documentary,Drama	20
Comedy,Family,Sci-Fi	20
Drama,Horror,Mystery	20
Drama,Music	20
Documentary,Horror,Mystery	18
Documentary,News,Sport	18
Drama,Mystery,Reality-TV	18
Horror,Mystery,Thriller	18
Action,Adventure,Fantasy	17
Adventure,Animation,Drama	17
Adventure,Crime,Drama	17
Animation,Documentary,Talk-Show	16
Drama,Fantasy,Sci-Fi	16
Drama,Music,Romance	16
Reality-TV,Sport,Talk-Show	16
Action,Adventure,Documentary	15
Comedy,Game-Show,Mystery	15
Comedy,Reality-TV,Romance	15
Documentary,History,Short	15
Action,Sci-Fi,Short	14
Animation,Comedy,Talk-Show	14
Comedy,Drama,Musical	14
News,Short	14
Adventure,Animation,Family	13
Adventure,Drama,Sci-Fi	13
Animation,Family,Sport	13
Comedy,Game-Show,Musical	13
Drama,Musical	13
Action,Comedy,Sport	12
Animation,News,Sci-Fi	12
Biography,Documentary,Reality-TV	12
Comedy,Drama,News	12
Crime,Documentary,Thriller	12
Family,Game-Show,Mystery	12
Comedy,Game-Show,Short	11
Comedy,Game-Show,Talk-Show	11
Documentary,Drama,Talk-Show	11
Documentary,Family,News	11
Adult,Short	10
Adult,Sport	10
Adventure,Reality-TV,Talk-Show	10
Biography,Sport,Talk-Show	10
Comedy,Fantasy,Sport	10
Crime,Drama,Family	10
Documentary,Family,Sport	10
Action,Comedy,Fantasy	9
Adventure,Comedy,Fantasy	9
Biography,Comedy	9
Comedy,Family,Sport	9
Comedy,History,Music	9
Family,Music,Reality-TV	9
Action,Adventure	8
Adult,Drama,Romance	8
Comedy,Fantasy,Mystery	8
Comedy,Fantasy,Romance	8
Comedy,Horror,Sci-Fi	8
Crime,Drama,History	8
Drama,News,Talk-Show	8
History,Sci-Fi	8
History,Talk-Show	8
Action,Animation,Sci-Fi	7
Crime,Horror,Mystery	7
Mystery,Sci-Fi,Talk-Show	7
Action,Drama,History	6
Adventure,Comedy,Horror	6
Adventure,Crime,Mystery	6
Animation,Comedy,Fantasy	6
Biography,Documentary,Drama	6
Comedy,Documentary,Reality-TV	6
Comedy,News,Short	6
Drama,Music,Talk-Show	6
Fantasy,Reality-TV	6
Music,News,Talk-Show	6
Music,Short	6
Action,Short	5
Animation,Music,News	5
Biography,News	5
Comedy,Fantasy,Horror	5
Comedy,Music,Romance	5
Documentary,Family,Game-Show	5
Action,Adventure,Thriller	4
Biography,Documentary,Talk-Show	4
Crime,Documentary,Reality-TV	4
Documentary,Drama,Family	4
Family,News,Sport	4
Music,News	4
Documentary,Drama,News	3
Family,Romance	3
Music,Short,Sport	3
Action,Animation,Family	2
Animation,Biography,Music	2
Biography,Comedy,Documentary	2
Biography,Documentary,Family	2
Biography,Drama,History	2
Biography,News,Talk-Show	2
Comedy,Drama,History	2
Crime,Drama,Horror	2
Documentary,Family,Music	2
Documentary,News,Reality-TV	2
Drama,Horror,Sci-Fi	2
Drama,Short	2
Game-Show,Reality-TV,Romance	2
Music,Sport,Talk-Show	2
News,Reality-TV,Sport	2
Action,Adventure,Music	1
Action,Thriller	1
Adventure,Animation	1
Adventure,Family,Reality-TV	1
Animation,Family,Sci-Fi	1
Biography,Comedy,Talk-Show	1
Biography,Documentary,Short	1
Comedy,Documentary,Talk-Show	1
Comedy,Horror,Reality-TV	1
Crime,Family,Music	1
Crime,Music,News	1
Documentary,Game-Show,Reality-TV	1
Documentary,History,Talk-Show	1
Drama,Fantasy,Romance	1
Drama,Music,Reality-TV	1
Family,History,Reality-TV	1
Fantasy,Romance	1
Horror,Talk-Show	1
Musical,Talk-Show	1
News,Reality-TV,Talk-Show	1
Reality-TV,Short,Talk-Show	1
Sci-Fi,Thriller	1
